kind	id	status	source	evidence_or_required_work
library	raw-dispatch	bounded	libclamav/scanners.c	the explicit magic-scan ingress rejects a null context with CL_ENULLARG and a missing input fmap with CL_EPARSE plus sticky incomplete state before parser dispatch; cli_magic_scan initializes its conditional parser result to CL_SUCCESS so disabled or non-applicable dispatch branches cannot merge indeterminate status; the OneNote dynamic-configuration regression exercises skipped archive/document branches and enabled parser failure; scanraw aggregates every recognized embedded parser, SFX, partition, HTML, and mail result with shared status precedence across one raw pass, so a later clean candidate cannot hide an earlier detection or parser/resource failure; an isolated production-linked ingress regression passes 1/1; malformed candidates remain rejected without tainting the root; compiled multi-candidate detection/error coverage and production qualification remain required
library	ole2-xlm-biff	pending	libclamav/ole2_extract.c	OLE2 direct entry now rejects a valid input map without its engine or scan options with CL_ENULLARG before scan-size admission or metadata collection; XLM/BIFF stream traversal rejects a block chain that ends before the declared workbook length and a BIFF record that ends mid-header/payload; sector read failures from the BIFF block chain preserve CL_EREAD through property enumeration instead of being collapsed to CL_EPARSE; CFB directory-entry stream sizes preserve the complete 64-bit field without changing the 128-byte layout, and a high-word mutation regression proves a declared >4-GiB WorkBook cannot be silently shortened; the WorkBook encryption probe now accepts a valid terminal 16-bit FilePass field and rejects out-of-range length skips before the next bounded read; BAT/XBAT traversal rejects missing or out-of-range allocation-table entries before following malformed chains, and extraction requires a destination directory before materializing discovered macro/image streams while treating a missing files output as discardable; requested OLE2 metadata writes for digital signatures, XLM/BIFF macro indicators and languages, stream enumeration and type, HWP5 type, and encryption now propagate cli_json* failures as sticky incomplete results; the current-source production-linked GCC ole2_map case passes 4/4 and ole2_xlm passes 2/2, the current OLE2 source compiles with production GCC flags, and an isolated current-source ASan/UBSan reader harness passes the exact-end and malformed-skip cases; parser-family qualification and complete corpus evidence remain required
library	xar-toc-completion	pending	libclamav/xar.c	XAR TOC traversal now distinguishes a properly observed closing root element from XML EOF after the final complete entry; a missing root close is an explicit incomplete result; XAR numeric offset, compressed-length, and extracted-size metadata rejects negative values and trailing non-whitespace bytes after decimal conversion; valid-length archived and extracted checksum values now fail with CL_EMEM and sticky incomplete state if their XML copies cannot be allocated, instead of being treated as absent; the registered test_xar_numeric_metadata_trailing_bytes_is_fail_visible regression requires CL_EPARSE, a cleared verdict, and a non-cacheable fmap; the current XAR source and unit translation unit compile with production GCC flags, the isolated current-source production-linked Check TCase passes 1/1, and a current-source GCC ASan/UBSan runner passes without a sanitizer finding; the authoritative current-source production-linked GCC xar case passes 9/9 for timeout, malformed metadata, compressed-member read failure, unsupported encoding, XML-reader failure, root-close failure, and TOC/subdocument quotas, with xar_map and xar_metadata each passing 2/2; the current-source production-linked xar_corpus case passes 1/1 over a complete compressed TOC and in-range uncompressed member with exact nested child matching after a fresh xar.c object rebuild; compiled XAR corpus, production-CVD/service, materialized large-file, Sonic1, and parser-family qualification remain required
library	rtf-description	pending	libclamav/rtf.c	RTF direct entry rejects a valid input map without its required engine with CL_ENULLARG before temporary setup or cleanup; RTF object descriptions now consume their complete declared byte count across fmap chunks while retaining only the bounded display prefix; the following reserved/data fields are no longer misparsed; started objdata groups now fail visibly when they produce no decoded bytes or end during OLE10 magic assembly; the finite action table now fails as CL_EMEM with sticky incomplete state when creation, entry insertion, or key lookup cannot complete; the registered empty-object and partial-magic regressions require CL_EPARSE with sticky incomplete/non-cacheable state; a clean current-source production-linked GCC relink of the test, RTF, scanner, matcher, PE, and helper objects passes rtf 1/1 against the materialized clam.exe.rtf fixture and rtf_map 11/11, including the invalid-magic regression; the current RTF and unit sources compile with production GCC flags and an isolated current-source ASan/UBSan runner passes both new boundaries; this replaces the earlier mixed static/shared-ABI result, with parser-family qualification remaining required
library	jpeg-map	pending	libclamav/jpeg.c	JPEG direct parser entry rejects a null context with CL_ENULLARG and a missing input fmap as an explicit incomplete parse; required header and segment reads preserve CL_EREAD for fully in-range callback failures, and a two-byte FF D8 prefix is fail-visible truncation; valid SOS headers are followed through entropy-coded data in fixed 8-KiB reads with per-window deadline checks, stuffed/fill/TEM/restart handling, marker-prefix continuity across windows, and multi-scan support; clean completion requires a scan and observed EOI, while malformed SOS, entropy truncation, metadata-only EOF, and EOI-before-scan are incomplete and non-cacheable; a current-source production-linked GCC harness relinked with current scanner, PE, others, fmap, and JPEG objects passes jpeg_map 13/13 and jpeg_corpus 1/1, including bounded-read, in-loop timeout, direct/public callback-fault, Photoshop-boundary, short-SOI, and exact nested-thumbnail evidence; complete media corpus and parser-family qualification remain required
clamscan	file	bounded	clamscan/manager.c	file scan and JSON report path
clamscan	stdin	bounded	clamscan/manager.c	over-limit input is not scanned as a partial prefix; stdin staging shares MaxTemporarySize with parser spools; summary counts clean, trusted, and detected stdin inputs once; the Linux runtime gate requires exact-32-GiB final-marker detection and a 32-GiB-plus-one stdin rejection
clamd	SCAN	bounded	clamd/session.c	legacy path/directory command preserves non-success cli_ftw() results even when traversal fails before scan_callback() records an error; structured parity pending; mandatory service qualification now binds daemon/client/milter binaries and runtime dependencies to the audited build
clamd	FILDES	bounded	clamd/session.c	legacy command preserves non-clean descriptor results for worker and IDSESSION status; builds without descriptor passing now return a non-clean worker result after the explicit wire error; received descriptors are closed when command dispatch fails before ownership transfer; structured parity pending
clamd	INSTREAM	bounded	clamd/server-th.c	stream/temp quota and wrap-safe chunk accounting; pending INSTREAM requests now wait in MODE_WAITQUEUE and acquire no staging reservation until a worker slot is admitted; active chunk staging now requires cli_writen to return the complete chunk so zero-progress storage cannot dispatch a partial file; duplicate dispatch ownership closes the staged descriptor and unlinks its temporary name on dispatch failure; compiled daemon/Sonic1 concurrency and fault-injection qualification remains required
clamd	SCANREPORT	bounded	clamd/session.c	direct length-prefixed protocol probe validates the path command and schema-shaped fallback; zero-byte regular files and empty directory walks receive explicit COMPLETE reports; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	CONTSCANREPORT	bounded	clamd/session.c	direct length-prefixed protocol probe validates the command and schema-shaped fallback; zero-byte regular files and empty directory walks receive explicit COMPLETE reports; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	MULTISCANREPORT	bounded	clamd/session.c	direct length-prefixed protocol probe validates the command, parallel aggregate/one-worker fallback, empty directory completion, and schema-shaped fallback; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	ALLMATCHSCANREPORT	bounded	clamd/session.c	direct length-prefixed protocol probe validates the command and schema-shaped fallback; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	FILDESREPORT	bounded	clamd/session.c	direct descriptor-passing protocol probe validates the command and schema-shaped fallback; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	INSTREAMREPORT	bounded	clamd/session.c	direct staged-stream protocol probe validates the command, preserves structured mode through chunk staging, and checks the schema-shaped fallback; serialization failure is explicit RESOURCE_FAILURE rather than clean; broader production qualification remains required
clamd	response-write	bounded	common/output.c	mdprintf now sends only the unsent response suffix, retries EINTR, waits for both EAGAIN/EWOULDBLOCK, and rejects zero-byte send progress so partial or stalled clamd responses cannot be reported as successful; compiled protocol fault injection and Sonic1 qualification remain required
clamdscan	fdpass	bounded	clamdscan/proto.c	known-size MaxFileSize preflight, including the legacy common send_fdpass wrappers' hard 32-GiB ceiling when no daemon options are available, and daemon-error propagation on stdin legacy results; sparse exact-edge/over-limit regression is registered; service qualification pending
clamdscan	stream	bounded	clamdscan/proto.c	legacy INSTREAM path now validates non-stdin descriptors, rewinds regular files before protocol start, fails before sending a command when the descriptor cannot be statted or rewound, retries signal-interrupted source reads, rejects over-limit input without terminating a partial stream, fails closed on real read errors, and shares the daemon/client helper's hard 32-GiB StreamMaxLength clamp; focused nonblocking read-fault regression is registered; daemon-error propagation on stdin legacy results; the service gate now schedules an exact-edge pipe-backed clamdscan '-' workload; compiled qualification pending
clamd	MULTISCAN	bounded	clamd/session.c	sequential fallback at MaxThreads=1; parallel child reports aggregate; infected-file accounting is separate from per-signature ALLMATCHES callback counts so multi-detection files cannot underflow summaries; per-file worker OOM and unexpected non-success results remain fail-visible
